,评论
328,感恩的心，感谢有你
329,问卷调查你以为是选择题，其实相关部门都给了标准答案，照着答案填
330,我觉得中国男足有希望了！我家孩子上的学校大幅度提升了体育课的占比，还专门设立了足球课！赞成双减！力挺国足！来日可期！
331,97.5%？怎么统计的，谁知道呢，是不是领导们在办公室里一拍脑子就这样定的
332,带领我们由胜利走向胜利；所以要有一颗虔诚的心，要有一颗感恩的心。☺️
333,先问下，能有一个双减方案让几亿家长全都满意吗？不可能。在中国，做决策太难了，基数太大，阶层不同，众口难调。所以不要苛求太多，我感觉如果能够让过半数的家长满意，双减就已经成功了，家长中占比最多的应该是工薪阶层和农民，双减解决了孩子放学大人还没下班的尴尬局面，缓解了课外培训带给家长的经济压力，打击了一些教师把知识点留待课外培训时再讲的“赚外快”模式，让教育回归本质，已经很好了。为双减点个赞。
334,我是按照实际情况填的，老师什么都没说，而且我记得只是填情况，并没有满意度这一项啊。双减对我的最大影响就是我买的课大概率是上不完了，这事说了心烦，早上刚和另一个孩子妈吐槽完，她更惨，被套了好多钱，你说我们家长做错什么了？为什么突然制定政策让大批机构倒闭，然后又允许这些机构跑路呢？算了，这部分说多了我怕喝茶。也请评论里杠精远离，我们买课的时候还没有出台政策，政策是有缓冲期，但是机构倒闭是为了赶紧圈钱跑路，明知道会发生这种情况却没有做任何预案和制度保障，我就是不爽，我也没有充很久，但是哪家机构是按次收费的，我亏的也不多，但是钱没了我就是不开心，所以你不用杠，你杠就是你对，反正我也不看。双减的另一个影响就是大家会迷茫一阵子，不知道如何进行下一步，但是我觉得有想法的父母还是会坚持自己的做法，只不过想别的招儿吧。学科培训没了，包括英语演讲，绘本，思维类的课程也都不能在周末上了，老师纷纷离职，我儿子本来和他的老师感情很好，听说不能再上了还哭了一场，不要以为孩子都反对上培训，适当上一些质量好的课，有趣的课，其实是孩子自己的选择。我报班的机构现在虽然还没完全跑路，但是情况也不容乐观，我一点都不相信我的钱能要回来，只能说我家这学期勉强上完他已有的课就不会报了。以后自己辅导，最近已经开始研究小学生各科教辅，不过我认为我是不可能做到培训的水平的，现在大机构做的课是非常好的，是投入了大量人力物力设计的课程，绝对不是半吊子可以比的，不过有比没有好，我亲自教好处就是我更了解孩子的情况。目前孩子小，虽然我自己好歹也是教育专业的硕士毕业，但也只能说勉强能搞定，毕竟做题不是最难的，难的是如何引导孩子思考和保持良好的学习态度，难的是如何让自己不要早早的挂在辅导孩子的路上。而且我是不算鸡娃的，因为孩子还小，本来就没什么可鸡的。不过取消培训班以后以后确实周末孩子的时间空出来了，现在每个礼拜我们都去爬山或者去公园玩，加强体育锻炼现在太重要了，这点是很好。延时服务，这个我家因为上的私立，所以嘛一直都上到四点五十的，每周都有各种选修课，兴趣班，免费，最晚可以延时到七点半，不过说真的能让孩子延时到七点半的也是少数实在没办法的，毕竟过度延时危害太多了，对孩子一点好处没有。这学期有了明文规定以后，变化就是四点五十变五点了，对我影响约等于没有，但是因为附近小学都变五点了，所以五点左右那个堵啊……回家比以前晚了好多。新政策也催生了各种有趣的现象，因为人性从来没变过。我认识一个相当鸡娃的妈妈，以前她就老是说回家作业多之类的事，现在没作业了，她特别支持，经常在群里叫好双减，但是其实她家娃永远有做不完的作业和上不完的培训……因为我们是邻居我才知道，但是你看她在家长群里义正严辞的，还以为她多佛多支持双减呢，搞笑不。估计这种人肯定也不少吧，跳着说政策好，其实心里想的是别人不做我做，我家更优秀了……哈哈哈。所以，新政策一出，几家欢喜几家愁，我当然认同一个政策不可能一蹴而就，更不可能满足所有人的想法，所以现在说什么都为时尚早，大家都摸着石头过河，对于个体来说，政策对自己有没有益处可能要十几年才能看出来，既然如此，就顺应大势吧。
335,非常好！！！在初一的时候，基本上每天晚上都是10：30睡觉，偶尔有时候作业多或者在学校参加活动没有在课余时间提早完成一些作业，那么在家要到11：30。九月升初二，现在学校有课后服务和晚自习，基本上作业都在学习里完成了（学校里的效率比家里高多了），现在晚上到家后就是自己看看自己感兴趣的东西或者锻炼一下身体，9：30就能洗漱然后睡觉。当然，每个学校的措施不一样，也没法一样，所以以上仅代表我的体验和感受
336,满意，挺满意的。就一个问题，啥时候结束“双减”？
337,我家娃二年级了。在一年级下学期的时候就推出了校内托管业务。但是几乎没人参加，因为延时只到5点。这就意味着5点不能能准时出现在学校门口的家长，还得找托管给接孩子。现在二年级了，而且看起来双减的力度更大了。然而依然是到5点。我的确是5点下班，但是就算不加班不堵车，到达学校也得5点半。堵车或者加班的话，7点也是有可能的。就这一条，把我们拦在了校内托管之外。所以我还得老老实实进校外托管班。班级里52个学生，目前校内托管人数，9人。。。97.5%的满意度，呵呵哒
338,满不满意还是取决于身份吧那种工作时间特别稳定早八晚五的家长肯定希望也支持双减工作，毕竟因为工作的缘故实在很难按时接自己的孩子放学，课后辅导既能让孩子在一个安全且可信的环境下完成作业也能保证自己的工作时间。在老师的立场就不一样了，其中一个朋友就是小学老师，虽然未婚未育但是觉得双减后的课后辅导增加了自己的工作时长，个人时间减少，周中没有空闲发展自己原有的爱好了。上次一起吃饭时也提到低年级的孩子们本身就没有什么书面作业，起初就有很多孩子不适应，觉得既然上完了今天的课为什么自己不能回家，只能坐在自己的座位上无所事事，自己作为老师也无能为力。满不满意的，只能说不会各方面都满意，但也只能根据自己的工作接受国家政策吧。
339,看来2.5%的基本都在知乎了
340,我姐姐家的孩子今年上二年级，我们住对门基本孩子的学习都在我家进行，说说我的感受，孩子每天6点上学，4：00-5：00是在学校写作业，5:00-6:00上学校的社团学习管弦乐，但实际上每天4：40左右就要开始上社团了，就一点点的时间有时候各科老师还要占用，作业根本写不完，练习册老师明确说不让带到学校，但是家长不敢松懈，还要回家写，6点放学，到家就是7点，7：30左右吃完饭，8：00开始写作业，我侄女写的算是快的了，但是也要9点左右写完，之后阅读每天睡觉10点后......双减之后感觉时间更紧张了，不明白练习册为什么不能在学校写！光上课不做练习，能会吗！家长也不放心啊，老师还说练习册要抽查，那就更不敢不写了啊！有种掩耳盗铃的感觉不过双减也有好处，就是学校的音乐社团，不管是价格还是教授的内容个人觉得都很适合现在的孩子很专业！每周还安排一次私教，费用菜150，要知道双簧管的一对一学习在校外没有300基本下不来午饭也不错，侄女很喜欢~
341,【减负是好还是不好？】作为没经历过鸡娃，没经历过鸡飞狗跳的小学生一年级家长，我特别想表达下我们周围家长的双减后的焦虑。每天放学回家，接到娃，第一句我就问：今天老师有作业么，作业都带回来没？娃开心而自信地答曰：“没有！老师说了，作业全部学校完成，家里没作业的！好了，一回到家，因为觉得自己在学校已经付出够多，把作业都完成了，娃就心安理得地开始玩玩具，看电视了，直到9点了上床睡觉。跟幼儿园没有任何差别。你让他写几个字都不开心：老师说没作业的，不用做了！就这样过了1周，我们所有家长都在纳闷，现在小学到底在上些什么？因为都没见到作业本跟习题了，也不知道字写得怎么样，数学懂不懂，英文会不会说，学校里面表现怎么样。。大家都已进入设置好的先闭眼走着，后面一起拆盲盒的道路上。。偶尔有作业，也是非常少的纠正几个错题。我不禁在想，现在的减负是过了呢，还是我这个母亲从小接受的教育太严苛了，没了作业，感觉是100个不踏实啊。没有了我小时熟悉的预习，复习，巩固三大环节，现在的孩子们都能很轻松地掌握所以知识点了？那真的都是学霸中的学霸啊。。如果孩子们都按照这种强度去学习，我想大部分孩子早已被设定为普通人才，不可能上只有50%机会的普高。而上了普高的，想要进211大学，其实也很难，或者说很痛苦。因为一直以来轻松的学习，孩子们已经失去了突然需要的高强度的自我学习能力，自我探索能力，自己给自己安排规划的能力。体力上跟思想上都受不了了。也许久了，骨子里也没了那方面想法。现在的减负，有好有坏。国家层面，可能想人尽其用，不需要大家都读大学，是科研的料就自然会留下来去搞科研，是打工的料就早点去工厂做蓝领。但是另一方面，也因为大大减轻了压力后，孩子们抗压能力也好，自主学习也好，对自我潜力的挖掘也好，这些能力会削弱不少。毕竟人的潜力很多还是需要压出来的，一直很轻松的状态，很难发挥人才的优势，慢慢的可能连科研的动力都没有了。新中国成立以来的快速发展，其实得益处于我们国家太需要发展，处于巨大的内外压力下。压力给了所有人以动力。而现在的孩子们，没经历过什么辛苦，直接是享受父辈创造好的东西，再成长于过于轻松的学习环境下，也不一定是好的事情。这个双减政策落地的太快，但是效果可能是数年后显现。只是到显现时候，多少家庭可以承受这个结果，就很难说了。富人跟第一阶层的人，影响不大，还是执行精英教育，而且资源也不会因为教育机构关停而影响。本身富人之所以为富人，是有一定道理的。不说金钱上的绝对优势，家里的学习氛围，父母的言传身教，都是巨大的优势。但是对大多数本身就见识，财力，时间都一般的父母，这减负无疑就是让你的孩子无任何装备地去玩一场游戏，赤膊上阵，拼着天赋跟运气，看看能不能活到最后了~~大家自己品吧~
342,我举一百只手赞成这次的双减！效果明显
343,成效就是我爸妈的同事纷纷找我妈要我以前找过的老师的手机号。
344,群公告尊敬的家长朋友们：大家晚上好！今明两天，XX市有关部门将对XX区教育工作进行满意度测评，当您接到12340的电话时，请一定要接听，这是XX市社情民意调查中心调查专线。请您耐心听完提问并客观评价，您回答的每一句“满意”都是对我们工作的肯定认可，请不要使用“还可以”“差不多”“还行”“还中”等模糊语言，以免测评人员产生误判。接到电话后请您立即私信告诉我。为孩子幸福成长，让我们共同携手，一起努力。能不满意吗？
345,双减孩子作业更多啦，晚上写到几点家长要陪着，孩子同学的补课班依旧在开心的补课，家长们可太满意啦
346,目前来看这个学校新学期减负新政策还是有点成效的，我家小孩正好也上小学，是深有体会，刚开始孩子到学校，老师发的这个软件那个软件要装载，放学回来一点空闲时间都没有，要先完成作业，有一次我太忙了放学后没有及时辅导写作业，小孩英语刚接触自己也学不了，大晚上的11点多都还在加班完成当天的英语作业，把孩子给瞌睡的，看着都心疼。更别说语文课外阅读，要每天尽量陪读一篇课外读物，是真的心有余力不足，后来一实施减负政策，也不布置作业了，课外读物也不强制要求了，放学回家真的可以轻松一下的，家长孩子都轻松点，而且现在学校也加大了学生们的体育运动量，一周好几节体育课，注重孩子们的体育锻炼增强身体素质真的挺好的，另外学校的午餐午休也挺好，我们大部分上班族哪有那么多的时间中午再跑学校一趟接孩子们上下学，直接在学校解决挺好，就是孩子们趴桌子上睡觉头大，对孩子们的脊柱发育不好，但是目前也找不出来好的解决办法，只能告诉孩子学习本来就是一件艰苦的事情的。
347,负面评论很多啊，感觉像是水军或者被双减政策割肉的人。真实的学生家长给政府工作点个赞，切实体会到了双减政策带来的好处。
348,我家娃才上幼儿园大班，暂时还不涉及减负的事但是我有点担心长期减负下去，整体教学质量会不会有所下降主要是指，比如相同的试卷2020年的一年级新生可以考100分2030年的小学生做这套试卷的时候能不能考到100分会不会下降很多如果同比下降很多往远了说会不会影响国家竞争力（想的有点远，哈哈哈）作为一名90后尤其是一名农村的90后我的学业基本上都靠自觉我妈妈从来没觉得压力大只有初三毕业、高一入学、高三毕业、大一入学送过这几次其他的都没太费精力我觉得即使减负至少不能比我们那个年代更松吧现在小学减负，初中分流一半到职业学校有的孩子开窍比较晚，高中才开始学习认真的有好多，现在这部分孩子基本就没机会上高中了更不用说大学了所以减负到底是好还是不好呢
349,我们这里早在十年前只要上了初中就必须上晚自习，还要上早读早上5点起来去早读，晚上9.30才放学回家睡觉一直到高考前几天高中一个月2天假期，寒暑假只有一个月但是每天学校门口都会堵车，早上送孩子上学，晚上接孩子放学，堵的水泄不通
350,“双减”的效果，成果？可以说几家欢喜几家愁。先说家长吧，“双减”并没有让很多家长鸡娃的状态有所改变，反而更加的焦虑，不知道到底该如何去教育孩子。更不想让孩子输在起跑线上，没有了补习机构，没有了在线教育，家长也会想方设法的去找到方式去进行补习、学科的学习，因为最终孩子能不能上到好的学校、接受好的教育，还是和成绩挂钩的。那么这样暂时没有办法改变人才的选拔的方式，必然也就没有办法让家长真的安心下来，接受“双减”希望这次的“双减”是系统的而非脚疼医脚，胃疼医胃的变革，从系统上，整体上来进行规划和调整，毕竟教育和孩子是未来，更是家长的一切。对于从业这来讲，我就是从事教育的，已经八年了，现在公司已经宣布裁员，今天是被裁员后找工作的第18天，面试了10几家公司，现在还在面试的楼下等待面试，整个教育市场和教育类的公司，都出现了用工过剩或者根本不去招人的状态，大量的教育从业工作者到了市场上之后，导致了，市场上其他行业的人才过剩，根本没办法找到工作。或者段时间内没有办法找到。在北京这样的城市，失业、待业，并且行业被这样的影响，导致了很多的人已经没有办法正常的生活，身边的朋友有跑闪送的、有跑货拉拉的……害，不知道何时能够找到心仪的工作。有没有和我一样的经历的朋友们呢。
351,作为一个初三学生，我来说一说我们学校关于双减的落实。刚开学没有发练习册，每天的作业就是课本上的习题，哪怕课本上没有习题，也要把笔记抄在本子上。过了大概两个星期，我们所有的练习册全到了，我们的老师愿称之为“祖师爷练习册”，数学老师跟我们说，她小的时候上学就用的是这个册子。册子是全省统一发配的，学校也不能订其他练习册。其实我觉得也还可以，那些练习册上的题并没有多少难度，老师也不怎么给我们布置，我们基本上都自己买练习册做。因为我的学习方式可能比较偏向于自己学，所以我觉得这样不被太多的作业而束缚还是挺好的，针对自己的薄弱点进行练习的时间也相对更多一些。其次是课后辅导，我们的课后辅导是从17:50一直上到19:20，总共两节，第一节讲课，第二节自习，因为我觉得在学校自习作用并不大，所以我没有上第二节课后辅导，18点半回家。需要说一下，第二节课后辅导只有初三上，也只有我们这一届有，往届的初三学生和初一初二都是同时放学回家的。周六，课后辅导，早上几点上课我不太清楚，中午正常放学回家，晚上六点放学回家。我没有上，但是我的同学们基本都上了。据说不让讲新课，就是复习、做题、讲题。这个周六的课后辅导也是我们这一届初三特有的。怎么说，我觉得有点过了，虽然我本来就没有在外面上辅导班，但是像他们这种把外面的辅导班全部关掉，让学生每天下午和周六花大量的时间在学校里面，作用又能有多少呢？相互一抵消，感觉就没减。甚至有同学开玩笑说双减减的是学生的休息时间。虽然说课后辅导是自愿参加，但我这学期不参加，下学期还能不参加？然而把时间花到学校里面又能如何？不见得能提升多少吧？老师也说了，上面的决策层和下面执行层想法根本就不在一个层面上，导致决策和执行统一不到一块，看起来是执行了，实际上出的效果未必好。就刚开始减的作业这一块，实际上也不见得减了多少，最近又多了起来，而且题的质量不高，费时费力且不讨好。总之老师的意思就是，让我们课后再自己买练习册做，他们又不敢推荐，就只能提几句。再加上那本来质量就不高的作业，加上大多数同学都在上的课后辅导，回家还得写自己的练习册，真的属于减少学生休息时间。有些老师就害怕，他少布置作业，有些人可能会荒废时间，多布置作业吧，又减少学的人的精力和休息时间。最后就只能很无奈的跟我们说，可以自己下去买册子做，有什么不懂的题可以去问他。至于作业呢，其实还是不少的……
352,双减这么好，居然还有2.5%的人不满意！赶紧查查这2.5%是哪些人，怎么回事。
353,下课时间变到五点半以后挺好的，其他还看不出来。还有，不知道能坚持多久，别几个月又变了
354,这么快就出成效了，这一点上算是高效。成效到底好不好，还要用时间来检验。快的话，过个三年两年就知道了。
355,哇！这也太牛了吧！大家都轻松了好多哦，教育部真是太英明了！好耶！
356,国家的初心是好的！也非常感谢国家！但是中考五五开。。。让我开始担心女儿考不上高中了。。。。
357,某年自然灾害十分严重，我们国家还是创造了比去年更高的粮食产量。所以，，，，，这个问卷我也填过，因为有些家长死活不填，我的一些学校里面的老师朋友，就让我来填了。答案都是提前给你的，你就照着填就行了，说实话我很好奇为啥有2.5%的人不同意，这是一个很严重的问题，这个需要有关部门研究一下。这些有问题家长事情太多，建议国家实名曝光他们，让社会教教他们应该怎么教育孩子。最后，双减确实是好政策，但是希望不要搞形式主义。
358,记得以前上学时，每次领导要来检查，老师都会带着我们提前做大扫除，把学校整理的一尘不染，上课听课一个比一个认真，老师也非常用心，领导见了往往非常满意。
359,春晚收视率每年都创新高春晚满意度每年都创新高
360,孩子快乐了，家长依旧焦虑，时间长了就好了。作为家长，我非常满意现在的结果。孩子上小学，开开心心的玩，度过一个快乐的童年不好吗？
361,科研是需要创造力，揠苗助长的应试教育，是教不出天才的，看看早期大教育者的因材施教，未来，是因材施教的天地，有技术人员，有科教蓝白领。
362,我不知道这里面回答的是有多少是有孩子的，反正我自己感受还是很深刻的。我是由衷的支持这个双减政策的，见多了一二年级辅导作业鸡飞狗跳的场面，现在我家小朋友上一年级回来基本上是没有作业的，有也以口头作业为主。因为一二年级也不考试啦。可能老师的考核压力也没那么大。所以，这个作业量其实是符合一年级小朋友的身心发展规律的。每天只要预留出半个小时的时间辅导孩子完成口头作业，复习预习。基本上家长也轻松，孩子也轻松。再陪小孩搞搞阅读，基本上就可以啦！
363,女记者为了调查今年春运情况，在列车上对乘客进行询问一个大妈“你好，请问今年买到回家的票了吗？”“买到了买到了”记者又问另一个大爷“大爷，请问你买到回家的车票了吗？”“买到了买到了”记者又依次询问了十多名乘客，都说买到票了，记者就对镜头前的观众说，看来呀，今年大家都买到了回家的车票，感恩。车厢里充满了欢声笑语
364,原来中国教师家庭只占百分2.5
365,福州，周一到周五k12学科培训照样开展，这违反规定了吗？
366,如果不改变一下中考题现状，主要是难度太大了，恐怕义务制教育的负担始终会压在孩子和家长身上，为什么这么讲呢我就提一个问题：谁能够确保中考分数最高的那批孩子就是最适合以后走进高中读大学这华山一条路的？
367,不太清楚，不过最近这些减负我婶婶叔叔他们确实挺满意的。
368,这个数量有意思，貌似班里第一的孩子家长也反对补课，这样就没有人通过学习影响到他孩子的名次了。
369,80%我可能会信，97.5%有点想笑。
370,我们在努力的去做，一定会越来越好，感谢大家对教育工作的关心与支持。
371,这才多久，就有调查问卷结果了？科学么？
372,双减成效公开信息是很好，但咋就没人关心孩子在教室里喊“好饿，好饿”的现象？上班的你，下午三点左右还会摸鱼吃点零食水果冲咖啡啥的，而孩子们呢。。。听家里兼职的兴趣班代课小老师说，尤其是选择45点接回家的孩子，饥饿难耐啊。苦了那些成长发育中还老爱跑动的高年级娃儿。
373,满意啊。作为家长，我觉得挺好的。大方向肯定是对的。无非就是砸了好多人的饭碗，然后老师的下班时间晚了，所以好多人在冷嘲热讽。事实是永远不要跟大方向唱反调。教育回归本质，国家是要选拔脑子好的，不是靠补课补出来的。
374,反正我是没听过好话，甚至有种掀桌子的感觉：既然都说学习压力大，那就都别学了。
375,我很满意国家做得好
376,我是两个孩子的家长，我确实非常满意，坚决支持教育部双减政策。
377,我孩子小学五年级，这几天晚上做作业依然要做到11点过，11点半了班级群还有人发背诵视频，12点过了有家长在问，还有谁家的孩子在做作业？减负就开学第一个周末没啥作业，然后和平时没两样
378,好，形势一片大好，继续出组合拳，让另外2.5%的人也满意。
379,统计数据的这群人每次都自娱自乐有意思吗？说到自己都信了。
380,教育改革本身就是众口难调中考高考还是看分数。我也写的非常满意～双手拥护双减私底下该怎么补还要怎么补。这世界上的有价值的事情都不会容易，我想通了。别人不补，我们私下补了，比原来花费更多的时间金钱，但是更多的人放松了，机会不是来了么……别把时间花在抱怨上。
381,“双减”好不好？这个我是真没办法回答，因为我孩子还小还没有体验过。但说说我们以前的教育吧！我是98年上的小学，那时候我们教的学费是150元左右，那时候的150元是相当多的钱了。现在的学校虽说九年义务教育免学费，每学期就交几十块钱，好像是书本费，但是每学期老师都要求学生去固定的书店买课外练习书和辅导书之类的，说是上课要用到。这一笔消费200块打底只高不低，相当于是强制性要买的。而我们以前读书所需要书本包括练习册、辅导书都是配备下来的，不需要我们去书店再买书。在“双减”还未出现之前的现象就是一堆补习班，这确实不仅给孩子加重了负担，但这又何尝不是给家长们增添压力。这现象的大部分原因还不是因为老师的不作为，因为想给家长看到孩子上补习班的成效，所以大部老师都会把重点放在课后讲。而“双减”的出现打压这些补习班，出发点是好的，但是究其根本原因还是老师上课的教学质量。古人云：“好记性不如烂笔头”这句话是有一定依据的，因为不是每个孩子的智商都很高的，可以做到过目不忘，一听就懂，所以适当的作业还是应该的。爱玩是孩子的天性，我们不能扼杀，但是也不能任其发展不加以引导。就拿我自身例子来说，我女儿再过两个月就满4周岁了，现在的年纪在上幼儿园中班，她最近很喜欢填涂颜色，刚好她上的幼儿园有美术班我就给她报了一个。因为是4点半放学后学习的，这点影响了她吃晚饭的时间，我婆婆不是很赞同，说等以后长大她懂了再去学。可是孩子她真的会懂么？我的想法很简单，既然孩子喜欢那就让她去学，让她保持这份兴趣不过期。而且孩子的潜能真的需要我们去开发！从她开始上幼儿园，我每天都会花半个小时给宝宝讲一则小故事，开始的时候她不会回应你什么，甚至连你说什么她都听不大明白。但是我想跟所有的家长说一句：孩子的变化是潜移默化的，她不仅需要家长的陪伴，更需要家长的引导。等你坚持一段时间，你会发现小朋友总会在你的小故事里明白一些你意想不到的道理。就前天晚上我给她讲了一个《三个和尚》的故事，我问她为什么三个和尚没水喝？她跟我说因为他们都没有去挑水。我开心的夸她好棒，接着再告诉她：他们不仅没有挑水，还有他们都自私不愿意为被人付出，你觉得他们这样做对么？孩子用她稚嫩的声音跟我说：“不对，好朋友要分享，分享才会快乐。”可能大部分人会觉得我们的对话很平常，孩子的回答也会无厘头。但大家不要忘了她就一个未满四周岁的孩子，我们应该迁就她的语言，让她理解明白这个道理，而不是强制给她。学习是一种享受，也是一种快乐。所以我们应该学会如何跟孩子沟通，如何引导她爱上学习，而不是让他把学习当做是一种任务，一种负担。说了学习跟作业这两个问题，最近还有一个就是禁止未成年玩游戏。这点出发点是真的不错，但是有一个问题我不知道其他地方有没有，学生要做APP上的问卷调查这个就不说了，因为这不是老师能决定的。但是有一点，现在老师布置作业不是在课堂上了，而是在微信群里；练习题也不是直接打印发给学生了，而是发群里让家长去打印；还有一些消息通知、班级信息也是发微信群等等。因为这些原因，孩子总是有理由跟家长拿手机。我想说的是游戏开发商是禁止了未成年账号玩游戏的时间，但这也仅仅只是禁止了未成年账号登录游戏而已。政策给未成年规定了那么多的条条框框，可是那些传道受业解惑的职业素养呢？不应该一视同仁么？在规避风险的时候，是不是更应该规避给风险制造“机会”。
382,都满意当然都满意啦，毕竟现在网络上的调查可都是记名的哦
383,我都选择的满意，有个选择的基本满意，总体来说，好的地方就是可以在学校写完作业了，省心许多，也增加了兴趣课。不过只是完成作业是肯定不行的，我自己买了练习册和真题书给孩子。在学校写完作业，回家后吃个包子，我或者老公陪他打半小时羽毛球或篮球，吃饭洗澡后写我安排的练习册，做好当天的复习和预习，背课文和默写字词，周末我辅导他做单元题和针对性的难题。规则是50%的孩子上高中，但是具体是你孩子上、他同桌上还是他后桌上，这个国家是不会管的，只有靠自己争取。
384,我们公司食堂的厨师说，他做的饭有一半人满意就很好了。
385,你一个厨子想知道我觉得你烧的菜怎么样，所以你去问了我爸妈？
386,这就是满意@所有人 家长朋友们：您好！西海岸新区教育的长足进步和持续发展，离不开您一如既往的理解与支持，作为西海岸新区教育的亲历者、见证者，当您接到12340来电时，请不要拒绝，积极为西海岸教育代言吧！当您认真听完问题和选项时，我们期待您的一句：“满意”，您的满意将是我们奋进路上最大的动力！[握手][抱拳]群公告各位家长：请扫码完成调查问卷，因我校是寄宿制学校，文件中个别地方有些不对应，大家可以参考答题。请于下午5:00之前完成答题，感谢各位家长的配合！提前㊗️大家中秋快乐完成答题请接龙：
387,很久以前，在一座遥远的小岛上这个小岛上有大大小小很多水塘，而水塘里长满了莲叶，开满了莲花很多药师慕名而来，想要采取这些吸收了天地精华的莲花作为药引然而不是所有的莲花都适合作为药引子，比如碧莲花所以有小药师不小心采集了很多碧莲花带回药铺时师傅都会对他/她说：“不要碧莲了”
388,我就想知道这数据是怎么来的。
389,只要是学校让统计的，一般都是100%满意！只要是学校让统计的，一般都是100%满意！只要是学校让统计的，一般都是100%满意！
390,机构老师，不教文化，偶尔问问学生学校情况。得到的结果是现在一个班顶多就两人不参与课后托管。具体做什么呢？讲试卷加完成家庭作业，初中生本来五点半放学结果硬生生又在学校待了两小时。好家伙，这就是当年的晚自习啊。不让考试怎么办，改成小测验。家长不知道担不担心，反正学生的负担是没减轻。当然要是真老老实实按规则来做，想想当年学生时代的自己，扪心问问，慌吗？
391,亲弟弟今年读初一，讲道理，我妈和我弟两人都很迷茫，刚一进学校。老师问你对今后的学习期望是什么。他犯了难，根本不清楚自己成绩的定位，学了快一个月，也不知道学习成绩究竟如何，反正老师讲的都听了。为了了解他的学习成绩，我妈在网上买了一些教辅和测试题。弟弟试着做了做，发现比上课的难多了，一下子慌了，这都没到初二压力就增加了。后来，教育文件又下发了，说今年中考，体育分数要大量增加，还有新的项目，男生排球是必选。我妈又忙着找体育教练，小孩子之前根本就没接触过排球。几轮压力下，我偷偷问我弟弟，你今后学习有什么打算。他苦笑的说，反正不上中职就是我最大的愿望了，好歹让妈妈轻松一点。
392,那个问卷我也参与了，不是学生家长，单纯的帮老师完成指标，有标答。我当然相信这个满意的数据！
393,还要一点碧莲吗？真正关心教育关注教育的家长有几个满意的，又被代表了，周末节假日的学科教育被取消了，都挪到了周一到周五，孩子上完课匆匆吃完还得去补课，晚上上完课到家都九十点了，又当婊子又立牌坊，又去改革又不去真动人家的奶酪，脱裤子盖脸。。。。。。。
394,这份调查问卷可能有水分，但对中国教育的改革还是有信心的。始终觉得改变总归是好的，现在社会发展得这样快，无论是之前的素质教育还是现在的“双减”，都是因为关注到了矛盾和问题，是想要改变的。尤其是在中国取得全面小康伟大成就的时候，可以说是世界瞩目，这样的辉煌成就能否继续或者说不走下坡路，靠的就是目前正在接受教育的这一代。所以说教育变革对于未来的中国非常重要，对于每个中国家庭来说，孩子的教育更是头等大事。如何让孩子占领优质的教育资源，“双减”之前拼的可能真的是家境，是祖辈和父辈两代人的钱，能给孩子上什么样的学校，报多贵的课外班、“一对一课程”。大家都是被裹挟着让孩子越学越多，中高考的分数越来越高，大家越来越觉得校内的课程不能满足考试的要求，于是更多的孩子被送进课外班。学校周围的培训机构、托管班如同雨后春笋，虽然大家都清楚，哪有那么多的好老师去上课，更多的课后培训者或者背后的机构，他们看中的实际上就是钱，可是禁不住啊，禁不住别的孩子在上课啊。在饭堂里曾经听到谈论孩子的美术班，一年的课程更划算，只要6500。相较于一二线的城市这真的是不高的价格，可是回头想想又觉得很厉害啊，一个孩子交6500，10个呢，100个呢，这份钱真的好赚呀，一个美术专业的在校大学生，加一点淘宝画材，这个课就经营起来了。这就是资本所看重的，孩子的钱好赚，资本总归是良莠不齐，让没有把我的力量支撑教育，想想都觉得不靠谱。并非所有的培训班都是糟粕，无论是走艺术之路，或者孩子聪明要在课外充电，培训机构都有各种存在的意义。但绝对不是所有孩子的选择，更不是实现了九年义务教育的中国教育的选择。作为家长，我们或许要学会把眼光向内看。看自己有没有成为一个优秀的、努力学习工作的人，成为孩子的榜样。看校内的生活是否丰富多彩，作为监督者督促校园回归本质，帮孩子提高在校学习效率的能力。看自己的孩子是否是快乐的，看清孩子除了上高中、上大学，有没有其他更卓越的、特殊的品质。成才先成人，一个人没有健康的心里，没有成熟的人格，再好的分数也不能支撑起他整个的人生。对于“双减”，短时间内并不能评判什么，只希望中国的教育领导者能够一直保持清醒，中国的家长能把眼光放得长远，希望在中国的盛世之下成长起来的孩子，能够有快乐的童年、精彩的未来，创造更瑰丽的明天。感觉又唠岔劈了，唉
395,小时候觉得为人民服务是沙比，现在这是我的理想
396,看来我周围很多人都是那2.5%了。
